Sample;;;;;;;13C4-PFBA Results;;;;PFBA Results;;;;13C5-PFPeA Results;;;;PFPeA Results;;;;4:2 FTS Results;;;;13C2-4:2FTS Results;;;;13C5-PFHxA Results;;;;PFHxA Results;;;;13C3-PFBS Results;;;;PFBS Results;;;;13C3-HFPO-DA Results;;;;HFPO-DA Results;;;;PFPHpA Results;;;;13C4-PFHpA Results;;;;PFPeS Results;;;;ADONA Results;;;;6:2 FTS Results;;;;13C2-6:2FTS Results;;;;13C8-PFOA Results;;;;PFOA Results;;;;PFHxS Results;;;;13C3-PFHxS Results;;;;PFNA Results;;;;13C9-PFNA Results;;;;PFHpS Results;;;;8:2 FTS Results;;;;13C2-8:2FTS Results;;;;13C6-PFDA Results;;;;PFDA Results;;;;D3-NMeFOSAA Results;;;;NMeFOSAA Results;;;;PFOS Results;;;;13C8-PFOS Results;;;;D5-NEtFOSAA Results;;;;NEtFOSAA Results;;;;PFUnA Results;;;;13C7-PFUnA Results;;;;9Cl-PF3ONS Results;;;;PFNS Results;;;;PFDoA Results;;;;13C2-PFDoA Results;;;;PFDS Results;;;;PFTrDA Results;;;;11Cl-PF3OUdS Results;;;;13C2-PFTeDA Results;;;;PFTeDA Results;;;;PFOSA Results;;;;13C8-PFOSA Results;;;;D7-NMeFOSE Results;;;;NMeFOSE Results;;;;NMeFOSA Results;;;;D3-NMeFOSA Results;;;;NEtFOSA Results;;;;D9-NEtFOSE Results;;;;NEtFOSE Results;;;;D5-NEtFOSA Results;;;
;;Name;Data File;Type;Level;Acq. Date-Time;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N
!;!;Sib 2 1:1 48h;53.d;Sample;;6/24/2025 3:50 AM;3.225;10.0359;;4534;3.228;0.3209;;235.95;4.296;5.2548;;42775.26;4.292;0.0108;;17.38;4.765;0.0051;;9.13;4.744;3.0907;;20854.56;4.93;2.4685;;5515.67;4.925;0.3181;;460.74;4.987;2.6714;;16842.19;4.983;0.3128;;2850.45;5.118;10.0048;;55395.47;5.122;0.0004;;33.75;5.404;0.0058;;5.4;5.415;2.4426;;19586.54;5.511;0.0017;;28.53;5.524;0.0001;;13.04;5.631;0.0046;;9.93;5.669;3.1704;;7351.53;5.844;2.5646;;75390.3;5.848;0.3047;;45.69;6.004;0.3014;;1372.19;5.999;2.5238;;5084.83;6.236;0.1234;;52.21;6.232;1.2418;;2504.82;6.375;0.0016;;14.12;6.471;0.0089;;3;6.435;1.7469;;1273.94;6.617;1.2811;;21907.59;6.612;0.0167;;2.83;6.685;1.5997;;3603.36;6.604;0.0008;;12.67;6.828;0.0833;;272.34;6.814;2.2977;;5300.38;6.857;0.8898;;1686.6;6.784;0.0584;;52.54;6.943;0.023;;2.74;6.995;0.4823;;3902.18;7.152;0.0002;;10.46;7.197;0.0013;;10.61;7.409;0.0274;;1.8;7.364;0.1669;;724.14;7.6;0.0014;;15.88;7.56;0.0176;;1.91;7.827;0;;6.84;8.077;0.1843;;428.44;7.891;0.0904;;1.32;8.478;0.0035;;43.11;8.5;1.3265;;519.35;9.724;1.4834;;850.59;9.812;0.0831;;4.97;9.969;0.011;;3.27;9.855;0.1861;;237.74;10.015;0.0391;;2.96;10.073;0.776;;491.65;10.067;0.4168;;11.78;10.195;0.0812;;133.15
!;!;Sib 1 1:5 4h;54.d;Sample;;6/24/2025 4:05 AM;3.233;9.8949;;10529.58;3.228;0.2832;;129.31;4.296;5.2988;;13022.47;4.301;0.0064;;63.62;4.782;0.0027;;0.68;4.744;3.0822;;809.72;4.93;2.4903;;24792.49;4.925;0.2909;;765.57;4.987;2.6603;;149627.96;4.983;0.2737;;1605.04;5.118;9.994;;12875.2;5.138;0.0006;;79.56;5.421;0.0009;;0.95;5.423;2.4398;;49567.82;5.536;0.0005;;15.19;5.665;0;;3.43;5.623;0.0075;;19.38;5.669;3.2356;;11480.36;5.844;2.6074;;46447.8;5.848;0.3523;;64.23;5.996;0.3414;;1866.75;5.999;2.4723;;784.86;6.236;0.3128;;145.95;6.232;1.265;;16523.99;6.416;0.0002;;3.33;6.438;0.014;;3.93;6.426;1.3267;;119.83;6.609;1.2781;;3680.28;6.612;0.1753;;26.8;6.677;0.9465;;1202.25;6.539;0.0144;;22.54;6.82;0.2469;;894.05;6.814;2.4451;;3514.89;6.857;0.6716;;640.08;6.874;0.035;;10.93;7.009;0.0565;;7.16;6.995;0.3357;;15001.56;7.127;0;;2.24;7.213;0.0001;;2.61;7.367;0.0252;;8.67;7.364;0.1154;;708.74;7.658;0.0005;;1.6;7.602;0.0585;;18.34;7.744;0.0001;;5.58;8.085;0.084;;359.05;7.965;0.0601;;36.74;8.494;0.0063;;21.69;8.5;0.9643;;7315.62;9.724;1.1485;;2210.73;9.796;0.1014;;11.13;9.986;0.0116;;7.55;9.863;0.1039;;248.79;10.389;0.2569;;4.15;10.073;0.5774;;428.09;10.125;0.1426;;4.21;10.195;0.0405;;55.1
!;!;Sib 1 1:5 8h;55.d;Sample;;6/24/2025 4:20 AM;3.233;9.9675;;14769.32;3.236;0.2662;;236.67;4.296;5.2516;;24784.79;4.301;0.0084;;25.13;4.74;0.0015;;8.61;4.744;3.3123;;15791.43;4.93;2.4838;;25427.24;4.934;0.2745;;678.84;4.987;2.7016;;8559.82;4.983;0.2692;;3935.72;5.118;9.8896;;8652.16;5.13;0.0009;;11.24;5.437;0.0018;;4.13;5.423;2.4181;;54770.74;5.503;0.0007;;5.1;5.599;0.0001;;19.23;5.697;0.0062;;8.19;5.669;3.2462;;3526.05;5.844;2.5634;;20026.91;5.848;0.3256;;40.7;5.996;0.3066;;622.36;5.999;2.4114;;10309.24;6.244;0.2761;;517.33;6.232;1.2073;;842.15;6.391;0.0009;;8.74;6.323;0.0397;;13.49;6.426;1.6316;;1367.43;6.617;1.2043;;6615.22;6.612;0.1467;;225.13;6.685;1.4765;;2203.95;6.62;0.0018;;3.51;6.812;0.2092;;337.48;6.814;2.5506;;15611.63;6.857;1.0028;;2106.02;6.85;0.0165;;18.94;7.14;0.0317;;4.88;6.995;0.4691;;3391.24;7.127;0.0001;;7.02;7.246;0.0016;;5.76;7.409;0.0667;;2.45;7.372;0.127;;2558.74;7.609;0.001;;14.05;7.66;0.0185;;1.99;7.835;0;;3.96;8.085;0.1286;;343.26;8.048;0.0498;;3.81;8.494;0.0087;;123.23;8.5;1.2941;;520.96;9.724;1.5459;;167.51;9.73;0.143;;6.4;9.754;0.0261;;4.64;9.863;0.1827;;910.98;10.048;0.1421;;8.43;10.073;0.7248;;292.58;10.117;0.3207;;5.67;10.195;0.0661;;104.42
!;!;Sib 1 1:5 24h;56.d;Sample;;6/24/2025 4:36 AM;3.225;10.051;;7437.35;3.228;0.2843;;300.69;4.296;5.2211;;18240.36;4.301;0.0069;;17.16;4.749;0.0038;;8.07;4.744;3.133;;15180.88;4.93;2.4638;;16314.6;4.925;0.2939;;634.37;4.987;2.6708;;16884.04;4.983;0.3;;935.1;5.118;10.0324;;43348.99;5.13;0.0012;;91.52;5.429;0.0023;;9.98;5.415;2.385;;5117.31;5.536;0.0001;;1.76;5.574;0;;10.86;5.664;0.0088;;12.45;5.66;3.2294;;15715.97;5.844;2.4819;;13902.3;5.84;0.3282;;98.23;5.996;0.323;;983.22;5.999;2.5065;;16205.54;6.236;0.2636;;66.01;6.232;1.2841;;14019.03;6.35;0.0009;;7.56;6.52;0.0104;;1.76;6.426;1.5821;;4954.07;6.617;1.262;;4886.51;6.612;0.1337;;21.33;6.685;1.5886;;4437.08;6.694;0.0077;;23.69;6.812;0.2148;;541.93;6.814;2.5241;;2480.3;6.857;1.1111;;1303.24;6.825;0.0284;;21.35;7.033;0.0276;;1.46;6.986;0.4933;;175.15;7.086;0.0001;;3.95;7.197;0.0004;;1.25;7.326;0.0258;;2.28;7.364;0.176;;1512.48;7.575;0.0003;;3.4;7.66;0.0995;;3.9;7.819;0.0001;;23.28;8.085;0.0918;;44.28;8.09;0.0303;;0.85;8.511;0.0114;;66.04;8.5;1.4793;;13043.84;9.724;1.5681;;164.65;9.771;0.0865;;15.61;9.911;0.0186;;9.86;9.863;0.1818;;626.56;10.115;0.0637;;5.01;10.073;0.7289;;695.32;10.134;0.5755;;19.15;10.195;0.0492;;81.06
!;!;Sib 1 blank;57.d;Sample;;6/24/2025 4:51 AM;3.233;9.922;;24018.25;3.219;0.0003;;1.4;4.296;5.3139;;9408.63;4.301;0.0067;;23.94;4.765;0.0029;;18.77;4.744;3.1486;;21755.33;4.93;2.5014;;51661.19;4.917;0.0042;;2.72;4.987;2.5511;;34785.58;4.999;0.0001;;3.08;5.118;10.1525;;9339.87;5.138;0.0004;;24.19;5.421;0.0016;;2.87;5.415;2.4167;;45394.7;5.544;0.0005;;12.25;5.599;0;;7.29;5.672;0.0122;;125.65;5.669;3.2581;;1077.7;5.844;2.4254;;297376.67;5.84;0.0008;;1.7;5.996;0.0133;;65.21;5.999;2.4491;;17724.37;6.236;0.0001;;0.53;6.232;1.2452;;10976.1;6.078;0.0023;;9.08;6.496;0.0055;;2.65;6.435;1.291;;2893.29;6.617;1.2176;;2896.26;6.621;0.0045;;2.02;6.685;1.3234;;1122.64;6.768;0.0007;;3.11;6.828;0.0048;;20.08;6.814;2.5678;;395.53;6.857;0.6488;;993.98;6.899;0.1759;;96.39;7.05;0.0074;;3.99;6.986;0.3932;;1328.71;7.111;0.0001;;17.31;7.296;0.0005;;2.08;7.582;0.2234;;3;7.372;0.126;;955.95;7.583;0.0008;;9.44;7.727;0.0118;;2.32;7.736;0;;4.76;8.085;0.0894;;177.48;8.131;0.076;;4.16;8.528;0.0005;;3.85;8.5;1.1758;;438.24;9.724;1.3185;;699.32;9.788;0.1682;;3.93;9.92;0.0115;;4.5;9.846;0.1094;;367.53;10.082;0.0572;;5.87;10.073;0.5767;;414.4;10.067;0.1518;;2.49;10.195;0.0491;;44.17
!;!;Sib 2 1:5 4h;58.d;Sample;;6/24/2025 5:06 AM;3.233;9.9653;;11559.09;3.228;0.2722;;159.32;4.296;5.3398;;6090.36;4.312;0.0084;;56.27;4.74;0.0043;;23.58;4.744;3.2116;;6249.75;4.93;2.488;;37311.57;4.934;0.292;;1305.04;4.987;2.6382;;15699.63;4.991;0.3002;;2112.72;5.118;10.3507;;9225;5.122;0.0007;;8.15;5.412;0.0047;;21.39;5.423;2.4277;;7894.14;5.453;0.0011;;7.45;5.599;0;;10.06;5.648;0.0096;;27.14;5.669;3.3506;;5950.18;5.844;2.4105;;3503.47;5.84;0.3465;;40.37;5.996;0.3122;;1859.22;5.999;2.5023;;14427.32;6.236;0.2477;;63.53;6.232;1.2378;;4534.34;6.383;0.0019;;36.45;6.34;0.0066;;1.85;6.435;1.4927;;124.45;6.617;1.2666;;5773.7;6.621;0.1597;;62.47;6.677;1.1536;;2206.53;6.465;0.0009;;2.66;6.812;0.2047;;34.11;6.814;2.4186;;10591.45;6.866;0.7855;;2207.61;6.924;0.0181;;19.31;6.959;0.0671;;2.17;6.995;0.3378;;2239.28;7.184;0.0001;;2.8;7.156;0.0011;;10.52;7.351;0.0506;;1.02;7.355;0.1051;;38.42;7.609;0.0002;;1.16;7.801;0.0139;;1.55;7.835;0;;6.24;8.085;0.0713;;579.59;8.123;0.0312;;1.6;8.511;0.0027;;99.19;8.5;1.0025;;1915.73;9.724;1.2723;;760.69;9.788;0.1598;;1.57;9.87;0.0297;;4.24;9.855;0.1125;;311.97;10.148;0.0133;;1.22;10.073;0.5918;;277.6;10.158;0.1137;;12.6;10.204;0.0498;;91
!;!;Sib 2 1:5 8h;59.d;Sample;;6/24/2025 5:22 AM;3.225;9.95;;3469.8;3.228;0.2784;;136.04;4.296;5.3528;;3233.62;4.32;0.0071;;8.32;4.707;0.0089;;31.75;4.744;3.2863;;2158.04;4.93;2.5112;;8703.97;4.934;0.2927;;407.33;4.987;2.7128;;6056.53;4.991;0.3251;;1250.71;5.118;10.3745;;31655.72;5.13;0.0012;;4.06;5.446;0.0089;;7.53;5.423;2.493;;35117.39;5.61;0.0023;;14.12;5.583;0.0002;;10.09;5.548;0.0085;;7.99;5.669;3.1593;;3417.56;5.844;2.465;;43875.06;5.848;0.388;;27.92;5.996;0.2905;;450.29;5.999;2.5227;;6709.37;6.236;0.323;;95.31;6.24;1.2553;;3150.9;6.466;0.0021;;1.29;6.627;0.0067;;0.71;6.443;1.5353;;706.76;6.617;1.0771;;6577.64;6.612;0.158;;31.58;6.685;1.9159;;1419.32;6.629;0.0019;;1.54;6.803;0.1824;;195.26;6.814;2.3546;;1264.3;6.866;1.4274;;567.4;6.882;0.0926;;28.47;6.976;0.0586;;2.42;7.003;0.6289;;616.84;7.094;0.0018;;13.51;7.189;0.0023;;6.11;7.507;0.0679;;1.89;7.364;0.3401;;627.07;7.6;0.0021;;4.06;7.809;0.0484;;2.09;7.769;0.0001;;1.79;8.085;0.1603;;33.58;7.891;0.064;;3.18;8.486;0.0044;;9.94;8.5;2.1853;;2605.6;9.724;9.5847;;388.94;9.771;0.0728;;15.25;9.936;0.0109;;31.88;9.863;0.7122;;1812.56;10.181;0.0116;;2.89;10.073;7.7973;;2109.76;10.125;0.03;;11.33;10.204;0.5573;;523.24
!;!;Sib 2 1:5 24h;60.d;Sample;;6/24/2025 5:37 AM;3.233;10.0221;;6743.71;3.228;0.2721;;230.62;4.296;5.36;;13056.16;4.301;0.0075;;12.55;4.765;0.0024;;15.69;4.744;3.1133;;12428.06;4.93;2.5098;;5978.43;4.934;0.2859;;1052.25;4.987;2.5339;;12993.1;4.991;0.2719;;1702.63;5.118;10.0954;;8958.89;5.105;0.0003;;19.23;5.446;0.0044;;10.81;5.423;2.4646;;32573.07;5.536;0.0014;;56.09;5.64;0;;16.86;5.664;0.0182;;41.92;5.669;2.9846;;10888.53;5.844;2.5564;;26315.55;5.84;0.3204;;42.26;5.996;0.3072;;3463.77;5.999;2.4597;;13053.29;6.236;0.2456;;89.99;6.232;1.2851;;866.26;6.441;0.0024;;13.41;6.438;0.0122;;2.32;6.435;1.6857;;17016.38;6.617;1.3323;;2603.57;6.621;0.1012;;16.84;6.677;1.4701;;3073.83;6.645;0.0017;;3.84;6.82;0.1759;;418.92;6.814;2.4337;;3674.7;6.857;0.9368;;572.65;6.907;0.0412;;14.02;6.812;0.0257;;5.53;6.995;0.5158;;2897.5;7.119;0.0002;;13.46;7.238;0.0005;;6.38;7.269;0.0916;;2.66;7.364;0.169;;1523.62;7.617;0.0002;;3.24;7.735;0.038;;2.83;7.769;0.0001;;1.92;8.085;0.0583;;338.83;8.123;0.0555;;2.08;8.486;0.0041;;212.48;8.5;1.3018;;3543.58;9.732;1.4951;;175.19;9.713;0.0677;;6.58;9.853;0.0052;;1.88;9.863;0.152;;32.45;10.189;0.042;;1.72;10.073;0.6264;;474.34;10.076;0.252;;8;10.195;0.05;;10.72
!;!;Sib 2 blank;61.d;Sample;;6/24/2025 5:52 AM;3.225;9.9641;;7754.75;3.219;0.0001;;1.6;4.296;5.3721;;6593.43;4.312;0.0071;;12.92;4.749;0.0057;;75.1;4.744;3.4231;;10544.16;4.93;2.5182;;136895.06;4.934;0.0048;;14.62;4.987;2.8739;;100747.82;4.991;0.0171;;183.81;5.118;10.4107;;14038.25;5.105;0.0011;;52.65;5.421;0.0013;;2.83;5.423;2.4451;;23215.35;5.527;0.001;;22.59;5.599;0.0001;;24.46;5.681;0.0072;;11.7;5.669;3.4247;;7159.62;5.844;2.6747;;3486.51;5.856;0.0034;;1.17;5.987;0.0054;;47.56;5.999;2.646;;16260.36;6.228;0.0008;;2.36;6.24;1.2247;;828.63;6.457;0.0003;;1.92;6.463;0.0047;;3.83;6.435;1.8775;;1853.19;6.617;1.3219;;1980.45;6.621;0.0001;;;6.685;1.5329;;207.51;6.694;0.0016;;7.09;6.82;0.0004;;5.72;6.823;2.5697;;396.51;6.866;0.9786;;435.1;6.866;0.0156;;6.13;6.951;0.0251;;2.05;6.995;0.5297;;2601.08;7.225;0;;2.08;7.197;0.0006;;3.19;7.31;0.0034;;1.76;7.355;0.1621;;459.35;7.5;0.0019;;26.69;7.974;0.0195;;1.29;7.852;0;;4.17;8.085;0.1278;;707.92;8.032;0.0771;;4.4;8.486;0.0047;;10.73;8.5;1.4198;;8536.58;9.732;3.0494;;1502.94;9.854;0.0289;;3.5;9.911;0.0185;;5.16;9.863;0.2525;;793.01;10.007;0.0127;;2.42;10.081;2.2663;;1092.67;10.076;0.0923;;16.73;10.204;0.1752;;125.94
!;!;Sib 1 1:25 4h;62.d;Sample;;6/24/2025 6:07 AM;3.225;10.0232;;19908.89;3.228;0.2919;;271.64;4.296;5.3007;;289433.4;4.301;0.0082;;39.23;4.815;0.002;;6.64;4.744;3.1253;;9006.2;4.93;2.4904;;8256.46;4.934;0.2936;;690.45;4.987;2.5585;;16551.42;4.991;0.3051;;604.56;5.118;10.2139;;8814.32;5.105;0.0011;;12.96;5.404;0.0036;;2.66;5.415;2.4604;;24083.94;5.503;0.0004;;9.6;5.533;0.0001;;3.3;5.639;0.0044;;8.47;5.669;3.0821;;10127.36;5.844;2.6306;;39583.67;5.848;0.3427;;178.4;6.004;0.3491;;1216.63;5.999;2.5182;;4255.64;6.236;0.3064;;108.48;6.24;1.2369;;8089.93;6.482;0.0002;;1.7;6.414;0.0172;;20.6;6.435;1.545;;125.21;6.617;1.2487;;3425.24;6.612;0.1407;;126.71;6.685;1.4879;;1917.26;6.678;0.0019;;6.81;6.82;0.2225;;213.8;6.814;2.4175;;3512.36;6.857;0.9647;;973.4;6.866;0.087;;36.71;6.992;0.0085;;1.88;6.995;0.4399;;6978.15;7.086;0.0002;;11.64;7.205;0.0005;;6.03;7.482;0.0088;;0.98;7.372;0.1452;;509.32;7.65;0.0004;;4.23;7.785;0.0187;;2.17;7.695;0;;10.38;8.085;0.0701;;706.56;8.024;0.0163;;1.75;8.511;0.0052;;23.4;8.5;1.1175;;7562.74;9.724;1.5676;;658.91;9.746;0.1162;;13.04;10.011;0.0166;;7.04;9.855;0.122;;256.65;10.073;0.0448;;5.59;10.073;0.717;;390.79;10.076;0.2905;;16.05;10.204;0.0501;;124.41
!;!;Sib 1 1:25 8h;63.d;Sample;;6/24/2025 6:23 AM;3.225;9.9356;;7069.04;3.228;0.2783;;394.66;4.296;5.2401;;6761.74;4.301;0.0071;;21.66;4.757;0.0035;;13.67;4.744;3.0344;;2474.02;4.93;2.5093;;13143.43;4.934;0.2922;;574.57;4.987;2.5898;;13325.77;4.983;0.2964;;2136.49;5.118;10.5241;;9373.18;5.097;0.0009;;17.16;5.429;0.0036;;4.16;5.423;2.4135;;5597.37;5.527;0.001;;24.58;5.533;0.0003;;14.32;5.656;0.0058;;24.29;5.669;3.1193;;5091.46;5.844;2.5239;;3500.85;5.848;0.318;;134.89;5.987;0.3011;;677.93;5.999;2.4302;;820.79;6.236;0.2811;;123.37;6.232;1.2934;;9345.51;6.317;0.0008;;1.72;6.537;0.003;;1.73;6.426;1.6452;;3341.9;6.617;1.3021;;25994.48;6.621;0.1196;;32.27;6.685;1.4476;;5279.51;6.547;0.0009;;3.51;6.82;0.1987;;260.07;6.814;2.4789;;3053.35;6.866;0.9711;;2549.92;6.907;0.0247;;14.85;7.116;0.0306;;4.36;6.995;0.3795;;1880.78;7.111;0.0001;;1.99;7.246;0.0006;;4.27;7.343;0.048;;7.81;7.364;0.1349;;52.44;7.774;0.0036;;12.8;7.602;0.0763;;2.44;7.827;0;;3.53;8.069;0.0728;;642.11;7.899;0.1305;;1.29;8.511;0.0078;;18.72;8.5;1.1073;;6818.23;9.724;1.4897;;158;9.696;0.0429;;11.13;9.562;0.0159;;11.82;9.863;0.1364;;455.94;10.123;0.2798;;9.08;10.073;0.6728;;1423.66;10.051;0.1469;;4.3;10.204;0.0395;;106.72
;!;Qc std;64.d;Sample;;6/24/2025 6:38 AM;3.2;10.0028;;6951.58;3.203;8.0373;;3156.74;4.288;5.2301;;11492.37;4.292;4.4533;;42870.96;4.74;9.5391;;38876.61;4.736;3.6688;;16944.87;4.921;2.4624;;55155.35;4.925;2.0409;;4344.33;4.979;2.5862;;11431.48;4.983;1.9847;;27300.48;5.118;10.0715;;10673.3;5.114;2.0318;;7022.47;5.412;2.2832;;2317.73;5.415;2.4447;;63507.6;5.536;2.0491;;9031.51;5.574;2.0118;;34435.47;5.664;9.8519;;26664.34;5.66;3.794;;10051.35;5.836;2.4949;;4325.92;5.84;2.0749;;257.08;5.996;1.9762;;7833.51;5.991;2.4878;;13140.73;6.228;1.9887;;1507.04;6.224;1.2691;;11458.81;6.408;2.3753;;4771.08;6.422;20.0864;;8538.6;6.426;3.8675;;4334.84;6.609;1.2709;;11515.22;6.612;1.9753;;616.17;6.677;4.6002;;1286.03;6.678;0.9764;;4107.22;6.812;2.1068;;475.17;6.806;2.3584;;746.63;6.857;4.7361;;6980.79;6.866;1.8134;;6174.13;6.992;4.6013;;1172.66;6.995;1.2216;;7373.15;7.102;2.07;;13000.14;7.197;1.9849;;629.01;7.359;2.0479;;1458.75;7.355;1.2138;;15733.58;7.567;1.996;;7190.58;7.727;1.9536;;2525.77;7.852;0.4936;;6784.44;8.077;1.2491;;14360.38;8.082;1.9154;;1243.14;8.494;2.2097;;10611.2;8.5;2.3725;;1794.57;9.724;22.1464;;4664.32;9.746;60.5374;;2648.56;9.861;1.968;;1826.32;9.855;2.2728;;853.56;10.048;1.9695;;1239.83;10.073;20.8344;;5130.93;10.1;60.0577;;2699.78;10.195;2.1808;;6322.52
!;!;KCS;65.d;Sample;;6/24/2025 6:53 AM;3.2;9.9275;;14509.49;3.203;9.09;;17164.62;4.288;5.3461;;21860.24;4.292;10.0639;;15831.77;4.74;11.0415;;13108.84;4.736;3.7671;;9469.6;4.921;2.561;;13219.7;4.925;9.1303;;9815.5;4.979;2.4977;;94698.97;4.983;9.3174;;21228.31;5.118;10.4373;;9075.76;5.114;2.2796;;6429.87;5.421;10.0852;;7549.12;5.415;2.4948;;43109.43;5.536;8.926;;35452.27;5.574;2.1834;;11435.49;5.664;11.3223;;12116.92;5.66;3.8959;;6033.12;5.844;2.7246;;125718.33;5.84;11.3633;;1600.19;5.996;9.198;;14125.26;5.991;2.5023;;9047.19;6.236;10.6426;;3192.3;6.232;1.2957;;9844.63;6.416;10.9197;;20177.28;6.43;21.9854;;8544.35;6.435;3.8235;;5497.89;6.617;1.2546;;18637.11;6.612;9.0196;;8345.36;6.677;4.8922;;1087.9;6.686;4.5263;;7270.41;6.812;9.4564;;3496.28;6.806;2.3554;;2755.88;6.857;4.7199;;8884.1;6.866;9.5623;;9474.12;6.992;20.428;;7262.31;6.995;1.1959;;17085.1;7.102;2.3058;;14421.29;7.197;9.3771;;102015.66;7.359;9.2382;;3553.24;7.364;1.2076;;34878.48;7.567;9.4105;;5912.23;7.727;9.1036;;4615.63;7.852;0.5563;;14327.95;8.077;1.2341;;9265.17;8.082;9.3538;;6839.36;8.494;15.0583;;83876.02;8.5;2.4652;;13910.49;9.724;23.068;;3933.2;9.738;0.0173;;22;9.87;0.0004;;10.4;9.855;2.3507;;4503.59;10.04;0.0008;;2.4;10.073;22.3933;;4449.5;10.1;0.0114;;13.19;10.195;2.2882;;1921.49
!;!;Sib 1 1:25 24h;66.d;Sample;;6/24/2025 7:09 AM;3.225;10.0324;;19611.57;3.228;0.3128;;349.34;4.288;5.2798;;171701.34;4.292;0.0072;;22.17;4.74;0.0069;;23.88;4.736;3.206;;10574.57;4.921;2.4895;;26793.69;4.925;0.3187;;515.16;4.979;2.6111;;1248.44;4.983;0.3075;;520.62;5.118;10.0714;;27810.06;5.105;0.0006;;54.5;5.412;0.0027;;3.56;5.415;2.4408;;7800.93;5.552;0.0009;;27.9;5.731;0.0001;;3.6;5.714;0.0126;;56.91;5.66;3.2963;;3377.47;5.836;2.498;;68578.55;5.84;0.346;;79.25;5.987;0.3349;;1192.45;5.991;2.5588;;5990.25;6.236;0.3016;;67.98;6.232;1.1822;;6076.88;6.342;0.0012;;3.72;6.487;0.0031;;0.99;6.426;1.7662;;1535.75;6.609;1.4269;;3248.37;6.612;0.1562;;40.14;6.677;1.5361;;2933.5;6.571;0.0028;;7.06;6.812;0.2207;;465.51;6.814;2.4789;;9981.71;6.857;0.8789;;1080.49;6.825;0.013;;5.11;7.066;0.0349;;2.18;6.995;0.563;;3441.27;7.078;0.0001;;6.34;7.254;0.0013;;3.52;7.367;0.013;;6.86;7.355;0.1665;;2358.36;7.558;0.0007;;24.67;7.718;0.026;;1.3;7.844;0;;1.18;8.077;0.0924;;544.44;7.998;0.1953;;5.52;8.494;0.0058;;30.49;8.5;1.2859;;456;9.724;1.6487;;1158.29;9.763;0.2512;;27.5;9.562;0.0118;;5.23;9.855;0.1528;;584.32;10.106;0.0291;;1.94;10.073;0.6829;;446.46;10.092;0.7538;;16.56;10.195;0.0601;;46.29
